speaker,occupation,introduction,profile,Gender_auto,MaleScore,FemaleScore,NonBinaryScore,Gender_handcheck
Christiana Figueres,Climate advocate,"Christiana Figueres is the executive secretary of the United Nations Framework Convention on Climate Change (UNFCCC), who led the recent COP 21 climate talks in Paris.","Why you should listen
Christiana Figueres has been the executive secretary of the UNFCCC since July 2010. She has directed five consecutive successful Conferences of the Parties, and is now charged with the intergovernmental process to deliver the 2015 Paris agreement on climate change. Figueres has a long trajectory in the field of global climate change, having been a member of the Costa Rican negotiating team 1995- 2009, and having played a number of key roles in the governance of the UNFCCC before formally joining the secretariat. She initiated her life of public service as Minister Counselor at the Embassy of Costa Rica in Bonn, Germany in 1982. Moving to the USA, she was Director of Renewable Energy in the Americas (REIA) and in 1995 founded the nonprofit Center for Sustainable Development of the Americas (CSDA) which she directed for eight years. She designed and helped to establish national climate change programs throughout Latin America and served as high level advisor to both governments and private companies. In 2001 she received the Hero for the Planet Award from National Geographic.
What others say

“I don’t want to put people into a black box and say, ‘You’re the culprits,’ and point a blaming finger. It just helps absolutely nothing. Call it my anthropological training.” — quoted in the New Yorker, August 24, 2015",female,0.0,7.0,0.0,female
Kenneth Lacovara,Paleontologist,"In his quest to understand the largest dinosaurs to have walked the Earth, Lacovara blends exploration with the latest imaging and modeling techniques from engineering to medicine.","Why you should listen
Paleontologist Kenneth Lacovara famously unearthed some of the largest dinosaurs ever to walk our planet, including the super-massive Dreadnoughtus, which at 65 tons weighs more than seven T.Rex.When he's not excavating fossils from far-flung locations, Lacovara works on the cutting edge of applying 21st-century technology to the study of dinosaurs. By using 3D imaging, 3D printing, robotics, and medical modeling techniques, his work is helping to shift our perspective of giant herbivorous dinosaurs from their historic portrayal as hapless lumbering prey to that of fearsome, hulking, hyper-efficient eating machines.Lacovara led the effort to create the Rowan University Fossil Park in suburban Mantua Township, New Jersey. The quarry preserves a rich cache of marine fossils that Lacovara is using to shed light on the calamitous events that wiped out the dinosaurs. 
What others say

“Behind a Lowe's, scientists are methodically scraping and sifting through a quarry pit that may contain unique insights to the mass extinction that eliminated the dinosaurs...Lacovera calls the layer a 'mass death assemblage.' He believes it may be the only known collection of animal remains that dates from the mass extinction itself.” — New York Times, January 4, 2016",male,3.0,0.0,1.0,male
Shivani Siroya,Mobile finance entrepreneur,Shivani Siroya created a tool that allows anyone with a cell phone to build a financial track record.,"Why you should listen
        Shivani Siroya is the CEO & Founder of Tala, a company that facilitates financial access to small businesses owners around the world by providing mobile financial tracking tools and direct flexible financing in order to help these businesses and their communities lift themselves out of poverty. She was selected as a TED Fellow in 2013.Siroya has a wide array of professional experiences in global health, micro-finance and investment banking. Prior to Tala, she worked health costing at UNFPA and Mergers & Acquisitions at Health Net and Citigroup.Siroya is a 2011 Echoing Green Fellow and 2011Unreasonable Institute Fellow. She is also a blogger for the Huffington Post and has written on Microfinance 2.0 as well as small business growth in the U.S. She is also on the board of ReWork and Young Women Social Entrepreneurs.Siroya holds a M.P.H in Health Economics and International Policy from Columbia University and a B.A. in International Relations from Wesleyan University.",female,0.0,4.0,1.0,female
R. Luke DuBois,"Artist, composer, engineer","R. Luke DuBois weaves information from a multitude of sources into art and music exploring the tensions between algorithms, portraiture and temporal space.","Why you should listen
R. Luke DuBois is a multidisciplinary artist mining the intersection of art, culture and technology, often expanding or contracting perspectives or timespans to accentuate aspects of each work. As a musician, he has produced a spectrum of electro-acoustic works with a multitude of artists, including Bora Yoon, Bang on a Can and the Freight Elevator Quartet.As an artist, DuBois focuses on exposing the long narratives created by arcs of data, in the same way that time-lapse photographs expose long swaths of motion in a single image. As a programmer, DuBois is co-author of Jitter, a software suite that allows real-time manipulation of video and 3D imagery. DuBois teaches at New York University, where he co-directs the Integrated Digital Media program at the Tandon School of Engineering. His artwork is represented by bitforms gallery in New York City.
What others say

“DuBois is notable not only for his proficiency with digital technology, but also for his thoughtful layering of meanings relating to both the subjects in such works and the media used to produce them.” — Artspace, Feb. 7, 2014",male,5.0,0.0,0.0,male
Ameera Harouda,Fixer,Ameera Harouda leads journalists to the harrowing (and often hidden) stories of the Gaza Strip that they couldn’t find on their own.,"Why you should listen
In the Gaza Strip, foreign correspondents rely on state-approved ""fixers"" to direct and guide them on the ground. Although Hamas requires journalists to use fixers as local ""sponsors,"" the fixers also provide ease of movement, translation and an eye for where the real stories are -- making them an invaluable asset in frequently chaotic scenarios.  Ameera Harouda has been a fixer for over a decade. Although many fixers are male, journalists increasingly seek women like Harouda for their access to areas where men are forbidden, and for a new lens on stories of human suffering often overlooked in the headlines.
What others say

“When the violence escalates, Ameera Ahmad Harouda is the 'go-to' news fixer for international correspondents who want to cover Gaza.” — BBC News, November 30, 2015",non-binary,0.0,0.0,5.0,
Riccardo Sabatini,"Scientist, entrepreneur",Riccardo Sabatini applies his expertise in numerical modeling and data to projects ranging from material science to computational genomics and food market predictions. ,"Why you should listen
Data scientist Riccardo Sabatini harnesses numerical methods for a surprising variety of fields, from material science research to the study of food commodities (as a past director of the EU research project FoodCAST). His most recent research centers on computational genomics and how to crack the code of life.  In addition to his data research, Sabatini is deeply involved in education for entrepreneurs. He is the founder and co-director of the Quantum ESPRESSO  Foundation, an advisor in several data-driven startups, and funder of The HUB Trieste, a social impact accelerator.",male,4.0,0.0,0.0,male
Alice Rawsthorn,Design critic,Columnist and author Alice Rawsthorn illuminates the mesh of design woven into every aspect of our everyday lives and communities.,"Why you should listen
As a columnist for Frieze and a writer for the International New York Times, Alice Rawsthorn explores the world of design, seeking projects that fit their function ""while also being responsible, ethically and environmentally, and desirable."" In 2015, Rawsthorn launched a daily Instagram diary to demonstrate how social media could enrich the collective conversation on design.In her acclaimed book Hello World: Where Design Meets Life, Rawsthorn demonstrates the influence and impact of design on our lives and culture. She is active with various arts organizations, including London's Chisenhale Gallery and Michael Clark's contemporary dance company (where she chairs the boards of trustees).
What others say

“Alice Rawsthorn (is) the one, the only, the best design critic in the entire world.” — Paola Antonelli, senior curator of architecture and design. Museum of Modern Art, New York",female,0.0,3.0,1.0,female
Monica Byrne,Author and playwright,"Novelist, writer, culture critic and playwright Monica Byrne thinks that there's an infinite number of stories to tell, and she intends to tell as many as she can.","Why you should listen
        Novelist, writer, culture critic and playwright Monica Byrne deftly avoids the traps of conventional fiction by inventing mold-­breaking characters who express themselves in surprising ways. Her first novel, The Girl in the Road, has garnered acclaim both inside and outside the spheres of science fiction. In addition to her work on her new novel The Actual Star, Byrne is a resident playwright at Little Green Pig Theatrical Concern in Durham, NC. Her story ""Blue Nowruz"" was commissioned for TED2015 by Neil Gaiman. She holds degrees in biochemistry from MIT and Wellesley.
What others say

“The Girl in the Road represents Byrne’s deeply felt goal to create work based not on cultural appropriation but on 'radical empathy across national and sex and gender and class lines.'” — The Guardian, April 17, 2015",female,0.0,7.0,0.0,female
Jennifer Kahn,Science journalist,"In articles that span the gene-editing abilities of CRISPR, the roots of psychopathic behavior in children, and much more, Jennifer Kahn weaves gripping stories from unlikely sources.","Why you should listen
Jennifer Kahn likes to seek out complex stories, with the goal of illuminating their nuances.  She teaches in the magazine program at the UC Berkeley Graduate School of Journalism, and is a contributing writer for the New York Times Magazine; she has written features and cover stories for The New Yorker, National Geographic, Outside, Wired and many more.   Her work has appeared in the Best American Science Writing anthology series four times, most recently for the New Yorker story “A Cloud of Smoke,” a story on the complicated death of a policeman after 9/11.
What others say

“Amid family scenes that are no less heartbreaking than they are chilling, Kahn weaves in a nuanced discussion of the thorny questions that confront scientists trying to understand how psychopathy develops.” — from “Can You Call a 9-Year-Old a Psychopath?” August 2, 2012",undetected,0.0,3.0,2.0,
Uri Hasson,Neuroscientist,"Why do great thoughts and stories resonate so strongly with so many people, and how do we communicate them? Using fMRI experiments, Uri Hasson is looking for the answers.  ","Why you should listen
Rather than purging real-world complexity from his experiments, Uri Hasson and his Princeton lab collaborators use messy, real-life stimuli to study how our brains communicate with other brains.   Using fMRI to peer into his subjects’ brain activity, Hasson has discovered that a great storyteller literally causes the neurons of an audience to closely sync with the storyteller’s brain -- a finding that has far-reaching implications for communicators, teachers, performers, and scientists alike.",male,3.0,0.0,1.0,male
Sanford Biggers,Conceptual artist,Sanford Biggers creates art that upends traditional narratives about topics ranging from hip hop to Buddhism to American history.,"Why you should listen
An LA native working in NYC, Sanford Biggers creates artworks that integrate film, video, installation, sculpture, drawing, original music and performance. He intentionally complicates issues such as hip hop, Buddhism, politics, identity and art history in order to offer new perspectives and associations for established symbols. Through a multi-disciplinary formal process and a syncretic creative approach, he makes works that are as aesthetically pleasing as they are conceptual.The significance of Biggers' work within contemporary society has been celebrated through solo exhibitions both nationally and internationally, most recently at the Brooklyn Museum, Sculpture Center and Mass MoCA. He has participated in prestigious residencies and fellowships including: Akademie Schloss Solitude, Stuttgart, Germany; Ujazdowski Castle, Warsaw, Poland; Headlands Center for the Arts, Sausalito, California; ARCUS Project Foundation, Ibaraki, Japan; and the Art in General/ Trafo Gallery Eastern European Exchange in Budapest, Hungary. He has been a fellow of the Creative Time Global Residency, the Socrates Sculpture Park Residency, the Lower Manhattan Cultural Council World Views AIR Program, the Eyebeam Atelier Teaching Residency, the Studio Museum AIR Program, the P.S. 1 International Studio Program and the Skowhegan School of Painting and Sculpture residency.Biggers' installations, videos and performances have appeared in venues worldwide including Tate Britain and Tate Modern in London, the Whitney Museum and Studio Museum in Harlem, New York and the Yerba Bue a Center for the Arts in San Francisco, as well as institutions in China, Germany, Hungary, Japan, Poland and Russia. The artist's works have been included in notable exhibitions such as: Prospect 1 New Orleans Biennial, Illuminations at the Tate Modern, Performa 07 in NY, the Whitney Biennial and Freestyle at the Studio Museum in Harlem. His works are included in the collections of the Museum of Modern Art, Walker Art Center, Whitney Museum, Brooklyn Museum and Bronx Museum.Biggers has won awards including: the American Academy in Berlin Prize, Greenfield Prize, New York City Art Teachers Association Artist-of-the-Year, Creative Time Travel Grant, Creative Capital Project Grant, New York Percent for the Arts Commission, Art Matters Grant, New York Foundation for the Arts Award, the Lambent Fellowship in the Arts, the Pennies From Heaven/ New York Community Trust Award, Tanne Foundation Award and Rema Hort Mann Foundation Award Grant.Biggers is Assistant Professor at Columbia University's Visual Arts program and a board member of Sculpture Center, Soho House and the CUE Foundation. He has also taught at Virginia Commonwealth University’s Sculpture and Expanded Media program and was a visiting scholar at Harvard University's VES Department in 2009.",male,6.0,0.0,1.0,male
Kang Lee,Developmental researcher,Kang Lee has devoted his career to understanding the development of social cognition and behavior.,"Why you should listen
        With an international team based at the University of Toronto, Kang Lee investigates the neurological and social basis of emerging social behaviors in young children. His two­-pronged research focuses first on how and when children develop the capacity to lie, to detect liesand to feel guilty about it afterwards. The second focus of Lee's research is facial recognition, which has led to revelations of when children develop the ability to distinguish races ­­and has helped explain why some people occasionally see Jesus' face on a piece of toast.
What others say

“Lee ... is masterful at tempting children to make morally dubious decisions. It’s an art he practises at his cheerful third­floor lab. He conducts experiments on how people lie in order to study the cognitive, social and cultural factors that help us learn how and when to be deceptive.” — The Globe and Mail, October 16, 2014",male,5.0,0.0,0.0,male
Laura Indolfi,Biomedical entrepreneur,Laura Indolfi is revolutionizing cancer treatment with new technologies including implantable devices for delivering drugs locally to the site of a tumor.,"Why you should listen
        Laura Indolfi is a biomedical entrepreneur, CEO and co-founder of PanTher Therapeutics, an early stage spin-out from MIT and MGH that provides superior technologies for revolutionizing the treatment of locally advanced inoperable solid tumors. Prior to this she served as an entrepreneur-in-residence at the MGH Cancer Center and as a research associate in the Harvard-MIT Institute for Medical Engineering and Science. She was selected as a TED Fellow in 2016.Indolfi has broad professional experiences and interests ranging from biomedical engineering to entrepreneurship and outreaching initiative to promoting science. Her scientific expertise covers a broad range of therapeutic areas (cardio, cancer, inflammation, regenerative medicine) and approaches (drug delivery, cell therapy, implanted devices). Together with her strong technical background, Laura has hands-on business and managerial know-how developed during her biomedical business training at Sloan and Harvard Business Schools and with several consulting firms. She strongly believes in the power of outreach initiatives to promote research awareness and foster the public audience's discovery of the beauty of science. In 2014 the line of clothes Cytocouture, created in collaboration with Colombian designer Carlos Villamil and inspired by her cell-therapy research, won the global competition Descience.Indolfi holds a MS/BS degree in materials science and engineering and a PhD in biomaterials from the University of Naples Federico II in Italy. Upon graduation, she joined the Harvard-MIT Division of health, science and technology, working on several projects spanning from devices for local drug delivery to tissue engineering approaches for cell therapies.",female,0.0,8.0,0.0,female
Trevor Timm,"Writer, activist and legal analyst﻿","Trevor Timm is the co-founder and executive director of Freedom of the Press Foundation, a non-profit organization that supports and defends journalism dedicated to transparency and accountability.","Why you should listen
        Trevor Timm is a co-founder and the executive director of the Freedom of the Press Foundation. He is a journalist, activist, and lawyer who writes a twice weekly column for The Guardian on privacy, free speech, and national security. He has contributed to The Atlantic, Al Jazeera, Foreign Policy, Harvard Law and Policy Review, PBS MediaShift and Politico.Trevor formerly worked as an activist at the Electronic Frontier Foundation. Before that, he helped the longtime General Counsel of The New York Times, James Goodale, write a book on the Pentagon Papers and the First Amendment. He received his J.D. from New York Law School.",male,5.0,0.0,0.0,male
Lidia Yuknavitch,Author,"In her acclaimed novels and memoir, author Lidia Yuknavitch navigates the intersection of tragedy and violence to draw new roadmaps for self­-discovery.","Why you should listen
        Writer Lidia Yuknavitch discovered her calling after an interrupted journey as a would­-be Olympic swimmer. Her prose erases the boundaries between memoir and fiction, explodes gender binaries and focuses on the visceral minutiae of the body. She was inspired by Ken Kesey (with whom she collaborated on a collective novel project at Oregon University); her latest book, The Small Backs of Children, stands as a fictional counterpoint to her memoir The Chronology of Water, which has garnered her a cult following for its honesty and intensity.
What others say

“Yuknavitch writes about art, violence, sex, ferocity, willpower and womanhood with explosive force, in a language that evokes modern mythology.” — LitHub.com, July 16, 2015",female,0.0,8.0,0.0,female
Mariano Sigman,Neuroscientist,"In his provocative, mind-bending book ""The Secret Life of the Mind,"" neuroscientist Mariano Sigman reveals his life’s work exploring the inner workings of the human brain.","Why you should listen
Mariano Sigman, a physicist by training, is a leading figure in the cognitive neuroscience of learning and decision making. Sigman was awarded a Human Frontiers Career Development Award, the National Prize of Physics, the Young Investigator Prize of ""College de France,"" the IBM Scalable Data Analytics Award and is a scholar of the James S. McDonnell Foundation. In 2016 he was made a Laureate of the Pontifical Academy of Sciences.In The Secret Life of the Mind, Sigman's ambition is to explain the mind so that we can understand ourselves and others more deeply. He shows how we form ideas during our first days of life, how we give shape to our fundamental decisions, how we dream and imagine, why we feel certain emotions, how the brain transforms and how who we are changes with it. Spanning biology, physics, mathematics, psychology, anthropology, linguistics, philosophy and medicine, as well as gastronomy, magic, music, chess, literature and art, The Secret Life of the Mind revolutionizes how neuroscience serves us in our lives, revealing how the infinity of neurons inside our brains manufacture how we perceive, reason, feel, dream and communicate.
What others say

“Sigman provides vivid depictions of foundational behavioral psychology experiments...[His] book's exhaustive survey of experiments is, overall, enlightening, and Sigman's clear passion for neuroscience makes it easy to browse.” — Science Magazine",male,4.0,0.0,0.0,male
Joseph Ravenell,Physician and men’s health advocate,"Using unexpected channels like the pulpit and the barber’s chair, Dr. Joseph Ravenell delivers basic health care information to an at-risk demographic — African-American men.","Why you should listen
Colorectal cancer and hypertension are the two leading causes of death among African-American males over 50, and yet these men remain underserved by basic diagnostic procedures such as blood pressure checks or cancer screening. By tapping the members of the African-American community most often trusted by men -- barbers and religious leaders -- Joseph Ravenell hopes to change that.   Working with New York University's Men's Health Initiative, Ravenell studies and implements community-based strategies to diagnose and treat these preventable and potentially deadly diseases, offering blood pressure readings at barbershops and health education at churches and mosques.
What others say

“This doctor is trying to save black lives, one haircut at a time.” — Huffington Post, September 14, 2015",no pronouns,0.0,0.0,0.0,
Sue Desmond-Hellmann,"CEO, Gates Foundation",Sue Desmond-Hellmann leads the Bill & Melinda Gates Foundation’s mission to establish equity for every person.,"Why you should listen
        As CEO of the Bill & Melinda Gates Foundation, Sue Desmond-Hellmann leads the organization's vision for a world where every person has the opportunity to live a healthy, productive life. Drawing on her diverse experience as scientist, physician and business executive, she oversees a variety of missions focused on eradicating disease, poverty and inequity. She leads 1,400 people, across four continents, working in more than 100 countries to help more children and young people survive and thrive, combat infectious diseases that hit the poorest hardest, and empower people -- particularly women and girls -- to transform their lives.Trained as an oncologist, Dr. Desmond-Hellmann spent 14 years at biotech firm Genentech, developing a number of breakthrough medicines, including two of the first gene-targeted therapies for cancer, Avastin and Herceptin. In November 2009, Forbes magazine named her one of the world's seven most ""powerful innovators,"" calling her ""a hero to legions of cancer patients."" Her time at Genentech put her at the forefront of the precision medicine revolution, and in her current role she champions a similar approach to global development: precision public health -- getting the right interventions, to the right populations, in the right places, to save lives.Immediately prior to joining the foundation in 2014, Dr. Desmond-Hellmann was the first female chancellor of the University of California at San Francisco (UCSF), overseeing all aspects of the university and medical center's strategy and operations. It was her second stint at UCSF, having completed her clinical training there in the 1980s. She moved to Uganda in 1989 to work on HIV/AIDS and cancer, which she credits as a turning point in her career. ""It was so profound to recognize ... that all the learning I had done to become a doctor didn't matter at all if I didn’t make a contribution,"" she said.Dr. Desmond-Hellmann is the recipient of numerous honors and awards. She was listed among Fortune magazine's ""50 most powerful women in business"" for seven years. In 2010, she was inducted into the American Academy of Arts and Sciences and elected to the Institute of Medicine. She serves on the boards of directors at Facebook Inc. and the Procter & Gamble Company.",female,0.0,18.0,1.0,female
Norman Lear,"Producer, activist","Writer, producer and free-speech champion Norman Lear defined decades of US popular culture with his groundbreaking TV shows.","Why you should listen
With his blockbuster TV hit All in the Family, Norman Lear introduced new icons -- Archie and Edith Bunker -- while simultaneously redefining television and its role in America’s moral conscience. The series spawned hit spin-offs like The Jeffersons, One Day at a Time and Maude, making Lear a household name throughout the 1970s and 1980s.   Lear’s free-speech activism dovetails with his entertainment career. In 1981, Lear founded People for the American Way in response to a wave of religious fundamentalism he viewed as a threat to the separation of church and state. In 2001, he purchased an early print of the Declaration of Independence, showing it throughout the US as part of the Declaration of Independence Road Trip.Lear's memoir, Even This I Get to Experience, was released in 2014. The PBS documentary series American Masters will release Norman Lear: Just Another Version of You in theaters July 2016 and on PBS and Netflix Fall 2016.
What others say

“A one-man Golden Age of Television.” — New York Times, December 5, 2014",male,5.0,0.0,0.0,male
Stephen Wilkes,Narrative photographer,"By blending up to 100 still photographs into a seamless composite that captures the transition from day to night, Stephen Wilkes reveals the stories hidden in familiar locations.","Why you should listen
        Since opening his studio in New York City in 1983, photographer Stephen Wilkes has built an unprecedented body of work and a reputation as one of America's most iconic photographers, widely recognized for his fine art, editorial and commercial work.His photographs are included in the collections of the George Eastman Museum, James A. Michener Art Museum, Houston Museum of Fine Arts, Dow Jones Collection, Griffin Museum of Photography, Jewish Museum of NY, Library of Congress, Snite Museum of Art, The Historic New Orleans Collection, Museum of the City of New York, 9/11 Memorial Museum and numerous private collections. His editorial work has appeared in, and on the covers of, leading publications such as the New York Times Magazine, Vanity Fair, TIME, Fortune, National Geographic, Sports Illustrated and many others.In 1998, a one-day assignment to the south side of Ellis Island led to a 5-year photographic study of the island's long abandoned medical wards where immigrants were detained before they could enter America. Through his photographs and video, Wilkes helped secure $6 million toward the restoration of the south side of the island.Day to Night, Wilkes' most defining project, began in 2009. These epic cityscapes and landscapes, portrayed from a fixed camera angle for up to 30 hours capture fleeting moments of humanity as light passes in front of his lens over the course of full day. Blending these images into a single photograph takes months to complete. Day to Night has been featured on CBS Sunday Morning as well as dozens of other prominent media outlets and, with a grant from the National Geographic Society, was recently extended to include America's National Parks in celebration of their centennial anniversary. The series will be published by TASCHEN as a monograph in 2017.Wilkes, who lives and maintains his studio in Westport, CT, is represented by Bryce Wolkowitz Gallery, New York; Peter Fetterman Gallery, Los Angeles; Monroe Gallery of Photography, Santa Fe; and ARTITLEDContemporary, The Netherlands.
What others say

“The very idea of a photograph is that it captures a single moment. One click of the shutter renders the briefest sliver of time permanent. Everything before and everything after might as well not have happened at all.

Stephen Wilkes is not about that single moment, not exactly. He is, rather, a collector of moments, staking out a location until he has hoovered up enough of them to tell the story of a single place. The reality is altogether more ordinary and yet somehow more striking: day and night -- together. These are not the briefest of moments. They are many moments, as many as possible, collapsed and fused into one.” — Josh Sanburn, TIME Magazine",male,8.0,0.0,4.0,male
Cédric Villani,Mathematician,"Cédric Villani tackles perplexing problems in mathematical physics, analysis and geometry with rigor, wit and a signature personal style.","Why you should listen
        His Byronesque hair, colorful ascots and spider brooches have earned Cédric Villani the nickname “the Lady Gaga of Mathematics.” But this moniker has not obscured Villani’s deeper, serious mission: inspiring students to delve into the mysteries of mathematics. Villani’s fame is based on his work resolving difficult problems of kinetic theory, for which he received the Fields Medal in 2010. His book Birth of a Theorem is an exhilarating journey into the nocturnal dilemmas of mathematicians hot on the trail of discovery.Villani was elected to the French National Assembly in June 2017.
What others say

“Combining poetry, music and formidable sleuthing, the charismatic Cédric Villani skilfully unfolds the complex yet wondrous world of mathematics.” — Patti Smith",male,4.0,0.0,0.0,male
Negin Farsad,"Comedian, filmmaker",Stand-up comedian Negin Farsad counters Islamophobia in funny and clever ways.,"Why you should listen
Negin Farsad was named one of the Funniest Women of 2015 by Huffington Post, one of the 10 Best Feminist Comedians by Paper magazine and was selected as a TED Fellow for her work in social justice comedy.Farsad is the author of the recently released How to Make White People Laugh, a memoir-meets-social-justice-comedy manifesto (published by Grand Central, a division of Hachette). She is also the director/writer/star of the rom-com ""3RD Street Blackout,"" starring Janeane Garofalo, Ed Weeks and John Hodgman, set for a summer 2016 release. She has written for/appeared on Comedy Central, MTV, PBS, IFC, Nickelodeon and others. She is director/producer of the feature films The Muslims Are Coming! starring Jon Stewart, David Cross and Lewis Black, and Nerdcore Rising, starring Weird Al Yankovic. She has sued New York State’s MTA over the right to put up funny posters about Muslims and won! She started her comedy career as a Cornell and Columbia-educated policy advisor for the City of New York. ",female,0.0,7.0,0.0,female
Andrew Youn,Social entrepreneur,"With One Acre Fund, Andrew Youn fights poverty in rural Sub-Saharan Africa.","Why you should listen
Andrew Youn has lived in rural Africa for the last 11 years, learning from the largest group of poor people in the world: smallholder farmers. When he first visited Kenya in 2006, he was an MBA student who knew very little about farming. During that first trip, he met two farm families. One family was harvesting two tons of food on a single acre of land and thriving; the other was going hungry. He began asking questions.Eleven years later, the organization he founded, One Acre Fund, serves more than 600,000 farm families, providing them with the financing and agricultural training they need to increase their yields and climb out of poverty. Youn is also the co-founder of D-Prize, an organization that funds early-stage startups that are innovating better ways to distribute proven life-enhancing technologies. He is a former management consultant at Oliver Wyman, and he received his MBA from the Kellogg School of Management at Northwestern University.",male,8.0,0.0,3.0,male
Andrew Pelling,Biohacker,Andrew Pelling's unconventional and creative scientific process is founded on play.,"Why you should listen
        Scientist, professor, entrepreneur and TED Fellow Andrew Pelling has built a career on unapologetic curiosity, creativity and serendipity. He is a professor and Canada Research Chair at the University of Ottawa, where he founded and directs a curiosity-driven research lab that brings together artists, scientists, social scientists and engineers. The lab uses low-cost, open source materials and methods to explore speculative living technologies of the future. He has, for instance, created human body parts made from plants and grown living skins on LEGOs -- innovations with the potential to replace prohibitively expensive commercial biomaterials.Pelling is also the co-founder and CTO of Spiderwort Inc., a mission driven company developing open source platforms to enable the widespread and global adoption of biological research in all environments and economic contexts. Most recently, he founded pHacktory, a street-level research lab in Ottawa that amplifies community ideas through a potent mixture of craft, serendipity and curiosity.Pelling's work has been in the international media spotlight for many years, with recognition in outlets such as Wired, Huffington Post, NPR, Scientific American, Popular Science, BBC, Der Spiegel, Deutsche Welle and others, as well as numerous highlights in the Canadian media and Scientific media. He was named a TED Fellow in 2016.",male,5.0,0.0,0.0,male
Keolu Fox,"Geneticist, indigenous rights activist",Keolu Fox explores the links between human genetic variation and disease in underrepresented populations.,"Why you should listen
Keolu Fox's research interests include genome sequencing technologies, genome editing and indigenizing medical research. Fox is currently a PhD Candidate at the University of Washington, Department of Genome Sciences working with experts at Bloodworks Northwest, in Seattle, WA. His work focuses on the application of genome sequencing to increase compatibility for blood transfusion therapy and organ transplantation.Along with fellow indigenous geneticists Katrina Claw (PhD) and Joe Yracheta, Fox co-founded IndiGenomics, a tribal non-profit organization with a mission of bringing genomic expertise to indigenous communities, empowering indigenous research capacity and positively contributing to health research with indigenous communities for present and future generations.Recently Fox's work has been in the international media spotlight, with recognition in outlets such as Wired, the BBC, CBC, NPR, The Atlantic, Forbes, Indian Country Today and others. He was named a TED Fellow in 2016.",male,2.0,0.0,0.0,male
Brian Little,Personality researcher,Cambridge research professor Brian Little analyzes and redefines the threads of our personalities — and suggests ways we can transform ourselves.,"Why you should listen
Brian Little is an unapologetic introvert -- but in front of a classroom or a lecture hall, he delivers impassioned and witty explorations of contemporary personality psychology. In Little's view, we are as driven by spontaneous, ""out of character"" moments (and the projects we are passionate about) as we are by innate and learned traits.  Little's book Me, Myself and Us not only beautifully outlines Little's personality theories, but also imparts potentially life-changing advice for readers, while it warns of the hidden costs of hiding your true personality.
What others say

“I defy you to read his book and not change the way you think about your friends, your family, and yourself.” — Daniel Pink",male,2.0,0.0,0.0,male
Tom Hulme,"Designer, venturer","Tom Hulme's enthusiasm spans physics, design, entrepreneurship and investment.","Why you should listen
Tom Hulme is currently a general partner at GV where he invests in high growth technology companies; he also occasionally works with GV's extensive design team to keep his design muscles working. Hulme is also an advisor to IDEO, where he was previously a design director. There, he founded OpenIDEO, an open innovation platform where more than 150,000 users from more than 170 countries solve challenges for social good. He also launched OIEngine, a SaaS platform with clients including Harvard Business School and the Knight Foundation.Previously, Hulme also started and exited two technology companies and subsequently angel-invested in more than 20 companies, including as the founding investor in Mile IQ (sold to Microsoft).Hulme has been recognized as a Young Global Leader by the World Economic Forum, and has been featured in WIRED UK's Top 100 Digital Power Brokers every year. He has also been included in the Evening Standard list of London's 1000 Most Influential People.Hulme earned a first class bachelor's degree in physics from the University of Bristol, and an MBA from Harvard Business School, where he received the Baker Scholar Award of high distinction. He also received an honorary doctorate in design from University of the Arts London.",male,9.0,0.0,0.0,male
Wanda Diaz Merced,Sonic astrophysicist,"While searching for ways to study stellar radiation without relying on sight, Wanda Diaz Merced has developed a way to represent complex data about our universe as sound.","Why you should listen
When Wanda Diaz Merced lost her sight in her early 20s, her dreams of studying stars in the visually oriented scientific world suffered a major setback -- until she discovered “sonification,” a way to turn huge data sets into audible sound using pitch, duration and other properties. Merced realized that she could use her ears to detect patterns in stellar radio data, and could uncover connections obscured by graphs and visual representation.   While working at the Harvard-Smithsonian Center for Astrophysics, Merced’s sonifications inspired musician and researcher Gerhard Sonnert to create X-Ray Hydra, an album of oddly jazzy music based on her audio representations.
What others say

“For most people, the study of astrophysics means poring over calculations, charts, texts and graphics. But Wanda Diaz-Merced [and her collaborators] have pioneered a different approach. Its underlying motif is simple: Space produces music.” — Smithsonian, May 31, 2013",female,0.0,8.0,0.0,female
Prosanta Chakrabarty,Ichthyologist,Prosanta Chakrabarty studies fish to help explain the evolution of human beings and our planet. ,"Why you should listen
        Dr. Prosanta Chakrabarty is an Associate Professor and Curator of Fishes at the Museum of Natural Science and Department of Biological Science at Louisiana State University.Chakrabarty is a systematist and an ichthyologist studying the evolution and biogeography of both freshwater and marine fishes. His work includes studies of Neotropical (Central and South America, Caribbean) and Indo-West Pacific (Indian and Western Pacific Ocean) fishes. His natural history collecting efforts include trips to Japan, Australia, Taiwan, Madagascar, Panama, Kuwait and many other countries. He has discovered over a dozen new species including new anglerfishes and cavefishes.The LSU Museum of Natural Science fish collection that Chakrabarty oversees includes nearly half a million fish specimens and nearly 10,000 DNA samples covering most major groups of fishes. He earned his PhD at the University of Michigan and his undergraduate degree is from McGill University in Montreal. He has written two books including A Guide to Academia: Getting into and Surviving Grad School, Postdocs and a Research Job. He is also a former Program Director at the National Science Foundation. He was named a TED Fellow in 2016 and a TED Senior Fellow in 2018.",male,9.0,0.0,0.0,male
